Bid_value,Collusive_competitor,Contract_type,Tender,Date,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original,Winner
81315.15,1,3.0,371,2928,3,0.0639,0.1299,0.1049,0.1035,0.0,-1.4782,0.4738,0.0,0.0
83159.3,1,3.0,371,2928,3,0.0639,0.1299,0.1049,0.1035,0.0,-1.4782,0.4738,0.0,0.0
409127.05,0,3.0,372,2562,3,0.0244,0.05,0.0242,0.59,0.0,0.1041,0.3333,0.0,1.0
419008.3,0,3.0,372,2562,3,0.0244,0.05,0.0242,0.59,0.0,0.1041,0.3333,0.0,0.0
429600.8,0,3.0,372,2562,3,0.0244,0.05,0.0242,0.59,0.0,0.1041,0.3333,0.0,0.0
129027.8,1,3.0,373,2562,5,0.2598,0.7081,0.0083,0.0085,4.5334,2.1186,0.6402,0.0,0.0
127323.6,1,3.0,373,2562,5,0.2598,0.7081,0.0083,0.0085,4.5334,2.1186,0.6402,0.0,0.0
126278.4,1,3.0,373,2562,5,0.2598,0.7081,0.0083,0.0085,4.5334,2.1186,0.6402,0.0,1.0
140570.0,1,3.0,373,2562,5,0.2598,0.7081,0.0083,0.0085,4.5334,2.1186,0.6402,0.0,0.0
215702.25,1,3.0,373,2562,5,0.2598,0.7081,0.0083,0.0085,4.5334,2.1186,0.6402,1.0,0.0
65133.2,1,3.0,377,2928,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
42215.95,1,1.0,389,3660,3,0.1116,0.214,0.0127,0.0492,0.0,1.7102,0.6072,1.0,1.0
42753.05,1,1.0,389,3660,3,0.1116,0.214,0.0127,0.0492,0.0,1.7102,0.6072,0.0,0.0
51251.15,1,1.0,389,3660,3,0.1116,0.214,0.0127,0.0492,0.0,1.7102,0.6072,1.0,0.0
2625612.85,0,3.0,412,2562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
579813.6,1,1.0,413,2562,9,0.0634,0.1901,0.0356,0.693,-1.4948,-0.2551,0.2856,0.0,1.0
600440.15,1,1.0,413,2562,9,0.0634,0.1901,0.0356,0.693,-1.4948,-0.2551,0.2856,0.0,0.0
616066.0,1,1.0,413,2562,9,0.0634,0.1901,0.0356,0.693,-1.4948,-0.2551,0.2856,1.0,0.0
619035.65,1,1.0,413,2562,9,0.0634,0.1901,0.0356,0.693,-1.4948,-0.2551,0.2856,0.0,0.0
